graph_idx,graph_smiles,canonical_smiles,pickle_path,source,match_type
1152,Fc1ccncc1,Fc1ccncc1,qm9/Fc1ccncc1.pickle,qm9,canonical
1153,COC(=O)/C=C/C(=O)OC,COC(=O)/C=C/C(=O)OC,drugs/COC(=O)_C=C_C(=O)OC.pickle,drugs,canonical
1161,COCCC(=O)OC,COCCC(=O)OC,qm9/COCCC(=O)OC.pickle,qm9,canonical
1198,CNc1n[nH]c(=S)s1,CNc1n[nH]c(=S)s1,drugs/CNc1n[nH]c(=S)s1.pickle,drugs,canonical
1223,O=C1CCCCCN1Sc1ccccc1,O=C1CCCCCN1Sc1ccccc1,drugs/O=C1CCCCCN1Sc1ccccc1.pickle,drugs,canonical
1260,O=C1OCCN1/N=C/c1ccc([N+](=O)[O-])o1,O=C1OCCN1/N=C/c1ccc([N+](=O)[O-])o1,drugs/O=C1OCCN1_N=C_c1ccc([N+](=O)[O-])o1.pickle,drugs,canonical
1270,Cc1c(C)c2c(c(C)c1O)CCC(C)(C(=O)O)O2,Cc1c(C)c2c(c(C)c1O)CCC(C)(C(=O)O)O2,drugs/Cc1c(C)c2c(c(C)c1O)CCC(C)(C(=O)O)O2.pickle,drugs,canonical
1274,C=CCSc1nc2ccccc2[nH]1,C=CCSc1nc2ccccc2[nH]1,drugs/C=CCSc1nc2ccccc2[nH]1.pickle,drugs,canonical
1324,O=C(O)CCCCC1SCC2NC(=O)NC21,O=C(O)CCCCC1SCC2NC(=O)NC21,drugs/O=C(O)CCCCC1SCC2NC(=O)NC21.pickle,drugs,canonical
1381,CC(=NO)C(C)=NO,CC(=NO)C(C)=NO,qm9/CC(=NO)C(C)=NO.pickle,qm9,canonical
1382,OCCOCCO,OCCOCCO,qm9/OCCOCCO.pickle,qm9,canonical
1383,CC#CC,CC#CC,qm9/CC#CC.pickle,qm9,canonical
1384,CC#CCCCCC,CC#CCCCCC,qm9/CC#CCCCCC.pickle,qm9,canonical
1394,N#CCC(O)CC#N,N#CCC(O)CC#N,qm9/N#CCC(O)CC#N.pickle,qm9,canonical
1406,O=C(O)CCc1c[nH]c2ccccc12,O=C(O)CCc1c[nH]c2ccccc12,drugs/O=C(O)CCc1c[nH]c2ccccc12.pickle,drugs,canonical
1407,N#CC(c1ccccc1)N1CCOCC1,N#CC(c1ccccc1)N1CCOCC1,drugs/N#CC(c1ccccc1)N1CCOCC1.pickle,drugs,canonical
1409,CC[NH+](CC)CCOC(=O)C(O)(c1ccccc1)c1ccccc1,CC[NH+](CC)CCOC(=O)C(O)(c1ccccc1)c1ccccc1,drugs/CC[NH+](CC)CCOC(=O)C(O)(c1ccccc1)c1ccccc1.pickle,drugs,canonical
1410,Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1,Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1,drugs/Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1.pickle,drugs,canonical
1435,O=CC1CCCCC1,O=CC1CCCCC1,qm9/O=CC1CCCCC1.pickle,qm9,canonical
1472,COC(=O)c1ccc2[nH]ccc2c1,COC(=O)c1ccc2[nH]ccc2c1,drugs/COC(=O)c1ccc2[nH]ccc2c1.pickle,drugs,canonical
1476,C1CCC2=C(C1)CCC2,C1CCC2=C(C1)CCC2,qm9/C1CCC2=C(C1)CCC2.pickle,qm9,canonical
1487,COC(=O)c1c(O)c2ccccc2[nH]c1=O,COC(=O)c1c(O)c2ccccc2[nH]c1=O,drugs/COC(=O)c1c(O)c2ccccc2[nH]c1=O.pickle,drugs,canonical
1534,COc1cc2ccc(=O)oc2c(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c1O,COc1cc2ccc(=O)oc2c(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c1O,drugs/COc1cc2ccc(=O)oc2c(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c1O.pickle,drugs,canonical
1535,COc1cc2ccc(=O)oc2c(OC)c1OC,COc1cc2ccc(=O)oc2c(OC)c1OC,drugs/COc1cc2ccc(=O)oc2c(OC)c1OC.pickle,drugs,canonical
1560,COC(=O)c1cn(-c2ccccc2)nc1C(=O)OC,COC(=O)c1cn(-c2ccccc2)nc1C(=O)OC,drugs/COC(=O)c1cn(-c2ccccc2)nc1C(=O)OC.pickle,drugs,canonical
1569,C[C@@H]1CC[C@H](C)C1,C[C@@H]1CC[C@H](C)C1,qm9/C[C@H]1CC[C@@H](C)C1.pickle,qm9,canonical
1573,Nc1nc2ccccc2[nH]1,Nc1nc2ccccc2[nH]1,drugs/Nc1nc2ccccc2[nH]1.pickle,drugs,canonical
1575,CCc1nc2ccccc2[nH]1,CCc1nc2ccccc2[nH]1,drugs/CCc1nc2ccccc2[nH]1.pickle,drugs,canonical
1576,CCCc1nc2ccccc2[nH]1,CCCc1nc2ccccc2[nH]1,drugs/CCCc1nc2ccccc2[nH]1.pickle,drugs,canonical
1623,OCc1ccoc1,OCc1ccoc1,qm9/OCc1ccoc1.pickle,qm9,canonical
1625,CCc1ccco1,CCc1ccco1,qm9/CCc1ccco1.pickle,qm9,canonical
1626,CN1C(=O)CCC1c1cccnc1,CN1C(=O)CCC1c1cccnc1,drugs/CN1C(=O)CCC1c1cccnc1.pickle,drugs,canonical
1641,Brc1cncnc1,Brc1cncnc1,drugs/Brc1cncnc1.pickle,drugs,canonical
1693,Cc1n[nH]c(=O)o1,Cc1n[nH]c(=O)o1,qm9/Cc1n[nH]c(=O)o1.pickle,qm9,canonical
1695,Cn1ncoc1=O,Cn1ncoc1=O,qm9/Cn1ncoc1=O.pickle,qm9,canonical
1696,Cc1nn(C)c(=O)o1,Cc1nn(C)c(=O)o1,qm9/Cc1nn(C)c(=O)o1.pickle,qm9,canonical
1714,N#CC1CC=CC1,N#CC1CC=CC1,qm9/N#CC1CC=CC1.pickle,qm9,canonical
1722,Cc1cccnc1C#N,Cc1cccnc1C#N,qm9/Cc1cccnc1C#N.pickle,qm9,canonical
1738,CCOC(=O)c1c(C)cc(C)[nH]c1=O,CCOC(=O)c1c(C)cc(C)[nH]c1=O,drugs/CCOC(=O)c1c(C)cc(C)[nH]c1=O.pickle,drugs,canonical
1801,CC(=O)C1=C(C)CCC1,CC(=O)C1=C(C)CCC1,qm9/CC(=O)C1=C(C)CCC1.pickle,qm9,canonical
1802,CC1=C(C=O)CCC1,CC1=C(C=O)CCC1,qm9/CC1=C(C=O)CCC1.pickle,qm9,canonical
1806,CC1=C(C=O)CCCC1,CC1=C(C=O)CCCC1,qm9/CC1=C(C=O)CCCC1.pickle,qm9,canonical
1853,COc1cccc(F)c1,COc1cccc(F)c1,qm9/COc1cccc(F)c1.pickle,qm9,canonical
1865,Cc1ccnn1C(N)=O,Cc1ccnn1C(N)=O,qm9/Cc1ccnn1C(N)=O.pickle,qm9,canonical
1870,CC[NH+](CC)CCOC(=O)c1ccc(N)cc1,CC[NH+](CC)CCOC(=O)c1ccc(N)cc1,drugs/CC[NH+](CC)CCOC(=O)c1ccc(N)cc1.pickle,drugs,canonical
1949,CN1N=C(C(C)(C)C)CC1=O,CN1N=C(C(C)(C)C)CC1=O,drugs/CN1N=C(C(C)(C)C)CC1=O.pickle,drugs,canonical
1990,C[C@@H]1C[C@H](C)OC1=O,C[C@@H]1C[C@H](C)OC1=O,qm9/C[C@H]1C[C@@H](C)C(=O)O1.pickle,qm9,canonical
2033,CCCC[C@H]1O[C@H]1C,CCCC[C@H]1O[C@H]1C,qm9/CCCC[C@H]1O[C@H]1C.pickle,qm9,canonical
2043,CS(=O)c1ccccc1O,CS(=O)c1ccccc1O,drugs/CS(=O)c1ccccc1O.pickle,drugs,canonical
2046,CS(=O)(=O)c1ccc(Br)cc1,CS(=O)(=O)c1ccc(Br)cc1,drugs/CS(=O)(=O)c1ccc(Br)cc1.pickle,drugs,canonical
2047,CS(=O)(=O)c1ccc(N)cc1,CS(=O)(=O)c1ccc(N)cc1,drugs/CS(=O)(=O)c1ccc(N)cc1.pickle,drugs,canonical
2068,COc1cc(C=O)on1,COc1cc(C=O)on1,qm9/COc1cc(C=O)on1.pickle,qm9,canonical
2072,OCc1cc(O)no1,OCc1cc(O)no1,qm9/OCc1cc(O)no1.pickle,qm9,canonical
2073,O=Cc1cc(O)no1,O=Cc1cc(O)no1,qm9/O=Cc1cc(O)no1.pickle,qm9,canonical
2081,COc1ccc(C(=O)Nc2cc(C)on2)cc1,COc1ccc(C(=O)Nc2cc(C)on2)cc1,drugs/COc1ccc(C(=O)Nc2cc(C)on2)cc1.pickle,drugs,canonical
2083,Cc1cc(O)no1,Cc1cc(O)no1,qm9/Cc1cc(O)no1.pickle,qm9,canonical
2085,Cc1noc(NS(=O)(=O)c2ccc(N)cc2)c1C,Cc1noc(NS(=O)(=O)c2ccc(N)cc2)c1C,drugs/Cc1noc(NS(=O)(=O)c2ccc(N)cc2)c1C.pickle,drugs,canonical
2115,c1ccc2c(c1)CCN2,c1ccc2c(c1)CCN2,qm9/c1ccc2c(c1)CCN2.pickle,qm9,canonical
2149,N[C@@H](CO)[C@@H](O)c1ccc([N+](=O)[O-])cc1,NC(CO)C(O)c1ccc([N+](=O)[O-])cc1,drugs/NC(CO)C(O)c1ccc([N+](=O)[O-])cc1.pickle,drugs,no_stereo
2170,c1cc2ncnn2cn1,c1cc2ncnn2cn1,qm9/c1cc2ncnn2cn1.pickle,qm9,canonical
2171,c1cn2ncnc2cn1,c1cn2ncnc2cn1,qm9/c1cn2ncnc2cn1.pickle,qm9,canonical
2224,c1ccc2c(c1)[nH]c1cnccc12,c1ccc2c(c1)[nH]c1cnccc12,drugs/c1ccc2c(c1)[nH]c1cnccc12.pickle,drugs,canonical
2288,CCC(=O)CC(=O)CC,CCC(=O)CC(=O)CC,qm9/CCC(=O)CC(=O)CC.pickle,qm9,canonical
2390,COc1c2ccccc2nc2ccccc12,COc1c2ccccc2nc2ccccc12,drugs/COc1c2ccccc2nc2ccccc12.pickle,drugs,canonical
2399,CC(=O)n1nccn1,CC(=O)n1nccn1,qm9/CC(=O)n1nccn1.pickle,qm9,canonical
2400,CC(=O)n1ccnn1,CC(=O)n1ccnn1,qm9/CC(=O)n1ccnn1.pickle,qm9,canonical
2401,CC(=O)n1cccc1,CC(=O)n1cccc1,qm9/CC(=O)n1cccc1.pickle,qm9,canonical
2402,Cn1ccnn1,Cn1ccnn1,qm9/Cn1ccnn1.pickle,qm9,canonical
2463,N#CC1=C(N)N2C(=O)CSC2=C(C(N)=O)C1c1ccccc1,N#CC1=C(N)N2C(=O)CSC2=C(C(N)=O)C1c1ccccc1,drugs/N#CC1=C(N)N2C(=O)CSC2=C(C(N)=O)C1c1ccccc1.pickle,drugs,canonical
2504,OCCN1CCOCC1,OCCN1CCOCC1,qm9/OCCN1CCOCC1.pickle,qm9,canonical
2508,NCCCN1CCOCC1,NCCCN1CCOCC1,drugs/NCCCN1CCOCC1.pickle,drugs,canonical
2561,[H][C@@]12C=C[C@H](C)[C@]1([H])CC2,C[C@H]1C=C[C@H]2CC[C@@H]12,qm9/C[C@H]1C=C[C@H]2CC[C@H]21.pickle,qm9,canonical
2579,[H][C@]12C[C@@H](O)C[C@@]1([H])[C@@H](O)C2,O[C@@H]1C[C@@H]2C[C@H](O)[C@@H]2C1,qm9/O[C@H]1C[C@H]2C[C@@H](O)C[C@@H]12.pickle,qm9,canonical
2585,Cc1nnn(C)n1,Cc1nnn(C)n1,qm9/Cc1nnn(C)n1.pickle,qm9,canonical
2588,Cn1nnc(C2CC2)n1,Cn1nnc(C2CC2)n1,qm9/Cn1nnc(C2CC2)n1.pickle,qm9,canonical
2593,CC(C)(C)n1ncnn1,CC(C)(C)n1ncnn1,qm9/CC(C)(C)n1ncnn1.pickle,qm9,canonical
2600,CCOc1ccccc1C(N)=O,CCOc1ccccc1C(N)=O,drugs/CCOc1ccccc1C(N)=O.pickle,drugs,canonical
2621,CC(=O)CC(F)(F)F,CC(=O)CC(F)(F)F,qm9/CC(=O)CC(F)(F)F.pickle,qm9,canonical
2624,FC(F)(F)CC(F)(F)F,FC(F)(F)CC(F)(F)F,qm9/FC(F)(F)CC(F)(F)F.pickle,qm9,canonical
2648,CC(=O)Nc1ccccc1O,CC(=O)Nc1ccccc1O,drugs/CC(=O)Nc1ccccc1O.pickle,drugs,canonical
2653,CC(=O)Nc1cccc(O)c1,CC(=O)Nc1cccc(O)c1,drugs/CC(=O)Nc1cccc(O)c1.pickle,drugs,canonical
2656,CC(=O)Nc1ccc(O)cc1,CC(=O)Nc1ccc(O)cc1,drugs/CC(=O)Nc1ccc(O)cc1.pickle,drugs,canonical
2658,CCOc1ccc(NC(C)=O)cc1,CCOc1ccc(NC(C)=O)cc1,drugs/CCOc1ccc(NC(C)=O)cc1.pickle,drugs,canonical
2669,C/C=C/C(=O)N(CC)c1ccccc1C,C/C=C/C(=O)N(CC)c1ccccc1C,drugs/C_C=C_C(=O)N(CC)c1ccccc1C.pickle,drugs,canonical
2675,O=C1CCc2ccccc2N1,O=C1CCc2ccccc2N1,drugs/O=C1CCc2ccccc2N1.pickle,drugs,canonical
2680,Cc1c[nH]c(C)c1,Cc1c[nH]c(C)c1,qm9/Cc1c[nH]c(C)c1.pickle,qm9,canonical
2824,CCC(C#N)CC,CCC(C#N)CC,qm9/CCC(C#N)CC.pickle,qm9,canonical
2825,N#CC1CCC1,N#CC1CCC1,qm9/N#CC1CCC1.pickle,qm9,canonical
2851,C#CC1(O)CCCC1,C#CC1(O)CCCC1,qm9/C#CC1(O)CCCC1.pickle,qm9,canonical
2865,CC(C)C(C#N)C(C)C,CC(C)C(C#N)C(C)C,qm9/CC(C)C(C#N)C(C)C.pickle,qm9,canonical
2912,c1cnc2ccoc2c1,c1cnc2ccoc2c1,qm9/c1cnc2ccoc2c1.pickle,qm9,canonical
2963,c1ccc(-c2cc3ccccc3[nH]2)cc1,c1ccc(-c2cc3ccccc3[nH]2)cc1,drugs/c1ccc(-c2cc3ccccc3[nH]2)cc1.pickle,drugs,canonical
2981,Cc1cc(N(C)C)cc(C)[n+]1[O-],Cc1cc(N(C)C)cc(C)[n+]1[O-],drugs/Cc1cc(N(C)C)cc(C)[n+]1[O-].pickle,drugs,canonical
2989,O=C(c1ccc([N+](=O)[O-])cc1)N1CCCC1,O=C(c1ccc([N+](=O)[O-])cc1)N1CCCC1,drugs/O=C(c1ccc([N+](=O)[O-])cc1)N1CCCC1.pickle,drugs,canonical
3009,Brc1ccc2cccnc2c1,Brc1ccc2cccnc2c1,drugs/Brc1ccc2cccnc2c1.pickle,drugs,canonical
3034,c1cc2cc[nH]c2cn1,c1cc2cc[nH]c2cn1,qm9/c1cc2cc[nH]c2cn1.pickle,qm9,canonical
3041,c1cc2occc2cn1,c1cc2occc2cn1,qm9/c1cc2occc2cn1.pickle,qm9,canonical
3042,c1cc2ccoc2cn1,c1cc2ccoc2cn1,qm9/c1cc2ccoc2cn1.pickle,qm9,canonical
3052,c1ccc2c(c1)CCO2,c1ccc2c(c1)CCO2,qm9/c1ccc2c(c1)CCO2.pickle,qm9,canonical
3070,Cc1nc2ccc(N)cc2s1,Cc1nc2ccc(N)cc2s1,drugs/Cc1nc2ccc(N)cc2s1.pickle,drugs,canonical
3077,Cc1nc2ccc([N+](=O)[O-])cc2s1,Cc1nc2ccc([N+](=O)[O-])cc2s1,drugs/Cc1nc2ccc([N+](=O)[O-])cc2s1.pickle,drugs,canonical
3084,O=C(O)c1ccc2ncsc2c1,O=C(O)c1ccc2ncsc2c1,drugs/O=C(O)c1ccc2ncsc2c1.pickle,drugs,canonical
3089,CC(=O)Nc1ccc2sc(C)nc2c1,CC(=O)Nc1ccc2sc(C)nc2c1,drugs/CC(=O)Nc1ccc2sc(C)nc2c1.pickle,drugs,canonical
3092,Cc1nc2cc(C(=O)O)ccc2s1,Cc1nc2cc(C(=O)O)ccc2s1,drugs/Cc1nc2cc(C(=O)O)ccc2s1.pickle,drugs,canonical
3103,O=CNc1ccccc1,O=CNc1ccccc1,qm9/O=CNc1ccccc1.pickle,qm9,canonical
3104,C#CC(=O)C(C)C,C#CC(=O)C(C)C,qm9/C#CC(=O)C(C)C.pickle,qm9,canonical
3136,C#Cc1ccccc1,C#Cc1ccccc1,qm9/C#Cc1ccccc1.pickle,qm9,canonical
3137,OCCO,OCCO,qm9/OCCO.pickle,qm9,canonical
3138,OCCCCO,OCCCCO,qm9/OCCCCO.pickle,qm9,canonical
3139,OCC(O)CO,OCC(O)CO,qm9/OCC(O)CO.pickle,qm9,canonical
3140,OCC(O)C(O)CO,OCC(O)C(O)CO,drugs/OCC(O)C(O)CO.pickle,drugs,canonical
3141,OCC(CO)(CO)CO,OCC(CO)(CO)CO,qm9/OCC(CO)(CO)CO.pickle,qm9,canonical
3142,OCC(O)C(O)C(O)CO,OCC(O)C(O)C(O)CO,drugs/OCC(O)C(O)C(O)CO.pickle,drugs,canonical
3143,OCC(O)C(O)C(O)C(O)CO,OCC(O)C(O)C(O)C(O)CO,drugs/OCC(O)C(O)C(O)C(O)CO.pickle,drugs,canonical
3154,C#CCC,C#CCC,qm9/C#CCC.pickle,qm9,canonical
3155,C#CCCC,C#CCCC,qm9/C#CCCC.pickle,qm9,canonical
3156,C#CC(C)C,C#CC(C)C,qm9/C#CC(C)C.pickle,qm9,canonical
3157,C#CCCCC,C#CCCCC,qm9/C#CCCCC.pickle,qm9,canonical
3158,C#CCCCCC,C#CCCCCC,qm9/C#CCCCCC.pickle,qm9,canonical
3164,N#Cc1ccc(F)cc1,N#Cc1ccc(F)cc1,qm9/N#Cc1ccc(F)cc1.pickle,qm9,canonical
3165,N#Cc1cccc(F)c1,N#Cc1cccc(F)c1,qm9/N#Cc1cccc(F)c1.pickle,qm9,canonical
3166,N#Cc1ccccc1F,N#Cc1ccccc1F,qm9/N#Cc1ccccc1F.pickle,qm9,canonical
3170,Nc1ccccc1,Nc1ccccc1,qm9/Nc1ccccc1.pickle,qm9,canonical
3171,O=[N+]([O-])c1ccccc1,O=[N+]([O-])c1ccccc1,qm9/O=[N+]([O-])c1ccccc1.pickle,qm9,canonical
3175,Oc1cccc(O)c1O,Oc1cccc(O)c1O,qm9/Oc1cccc(O)c1O.pickle,qm9,canonical
3178,Nc1ccccc1N,Nc1ccccc1N,qm9/Nc1ccccc1N.pickle,qm9,canonical
3179,Nc1cccc(N)c1,Nc1cccc(N)c1,qm9/Nc1cccc(N)c1.pickle,qm9,canonical
3180,Nc1ccc(N)cc1,Nc1ccc(N)cc1,qm9/Nc1ccc(N)cc1.pickle,qm9,canonical
3183,OCc1ccccc1,OCc1ccccc1,qm9/OCc1ccccc1.pickle,qm9,canonical
3184,O=C(O)C(O)c1ccccc1,O=C(O)C(O)c1ccccc1,drugs/O=C(O)C(O)c1ccccc1.pickle,drugs,canonical
3185,O=C(C1CC1)C1CC1,O=C(C1CC1)C1CC1,qm9/O=C(C1CC1)C1CC1.pickle,qm9,canonical
